dataset,encoding,dim_reduction,model,accuracy
museums,lm__whaleloops/phrase-bert,PCA_10,GradientBoostingClassifier,0.6515
museums,lm__whaleloops/phrase-bert,PCA_10,GradientBoostingClassifier,0.64625
museums,lm__whaleloops/phrase-bert,PCA_10,TabPFNClassifier,0.6705
museums,lm__whaleloops/phrase-bert,PCA_10,TabPFNClassifier,0.67025
museums,lm__whaleloops/phrase-bert,PCA_10,TabPFNClassifier,0.6445
museums,lm__whaleloops/phrase-bert,PCA_10,TabPFNClassifier,0.676
museums,lm__whaleloops/phrase-bert,PCA_10,TabPFNClassifier,0.659
museums,lm__whaleloops/phrase-bert,PCA_30,LogisticRegression,0.65775
museums,lm__whaleloops/phrase-bert,PCA_30,LogisticRegression,0.665
museums,lm__whaleloops/phrase-bert,PCA_30,LogisticRegression,0.6625
museums,lm__whaleloops/phrase-bert,PCA_30,LogisticRegression,0.6675
museums,lm__whaleloops/phrase-bert,PCA_30,LogisticRegression,0.6635
museums,lm__whaleloops/phrase-bert,PCA_30,GradientBoostingClassifier,0.64175
museums,lm__whaleloops/phrase-bert,PCA_30,GradientBoostingClassifier,0.643
museums,lm__whaleloops/phrase-bert,PCA_30,GradientBoostingClassifier,0.64075
museums,lm__whaleloops/phrase-bert,PCA_30,GradientBoostingClassifier,0.65925
museums,lm__whaleloops/phrase-bert,PCA_30,GradientBoostingClassifier,0.65875
museums,lm__whaleloops/phrase-bert,PCA_30,TabPFNClassifier,0.647
museums,lm__whaleloops/phrase-bert,PCA_30,TabPFNClassifier,0.6625
museums,lm__whaleloops/phrase-bert,PCA_30,TabPFNClassifier,0.672
museums,lm__whaleloops/phrase-bert,PCA_30,TabPFNClassifier,0.66575
museums,lm__whaleloops/phrase-bert,PCA_30,TabPFNClassifier,0.6655
museums,lm__whaleloops/phrase-bert,subset_10,LogisticRegression,0.6115
museums,lm__whaleloops/phrase-bert,subset_10,LogisticRegression,0.61225
museums,lm__whaleloops/phrase-bert,subset_10,LogisticRegression,0.61375
museums,lm__whaleloops/phrase-bert,subset_10,LogisticRegression,0.6125
museums,lm__whaleloops/phrase-bert,subset_10,LogisticRegression,0.5925
museums,lm__whaleloops/phrase-bert,subset_10,GradientBoostingClassifier,0.57625
museums,lm__whaleloops/phrase-bert,subset_10,GradientBoostingClassifier,0.5945
museums,lm__whaleloops/phrase-bert,subset_10,GradientBoostingClassifier,0.58775
museums,lm__whaleloops/phrase-bert,subset_10,GradientBoostingClassifier,0.5885
museums,lm__whaleloops/phrase-bert,subset_10,GradientBoostingClassifier,0.592
museums,lm__whaleloops/phrase-bert,subset_10,TabPFNClassifier,0.60725
museums,lm__whaleloops/phrase-bert,subset_10,TabPFNClassifier,0.6235
museums,lm__whaleloops/phrase-bert,subset_10,TabPFNClassifier,0.6125
museums,lm__whaleloops/phrase-bert,subset_10,TabPFNClassifier,0.6055
museums,lm__whaleloops/phrase-bert,subset_10,TabPFNClassifier,0.60525
museums,lm__whaleloops/phrase-bert,subset_30,LogisticRegression,0.64575
museums,lm__whaleloops/phrase-bert,subset_30,LogisticRegression,0.63875
museums,lm__whaleloops/phrase-bert,subset_30,LogisticRegression,0.64575
museums,lm__whaleloops/phrase-bert,subset_30,LogisticRegression,0.6545
museums,lm__whaleloops/phrase-bert,subset_30,LogisticRegression,0.64875
museums,lm__whaleloops/phrase-bert,subset_30,GradientBoostingClassifier,0.63275
museums,lm__whaleloops/phrase-bert,subset_30,GradientBoostingClassifier,0.64125
museums,lm__whaleloops/phrase-bert,subset_30,GradientBoostingClassifier,0.62575
museums,lm__whaleloops/phrase-bert,subset_30,GradientBoostingClassifier,0.622
museums,lm__whaleloops/phrase-bert,subset_30,GradientBoostingClassifier,0.61625
museums,lm__whaleloops/phrase-bert,subset_30,TabPFNClassifier,0.648
museums,lm__whaleloops/phrase-bert,subset_30,TabPFNClassifier,0.6565
museums,lm__whaleloops/phrase-bert,subset_30,TabPFNClassifier,0.63975
museums,lm__whaleloops/phrase-bert,subset_30,TabPFNClassifier,0.64875
museums,lm__whaleloops/phrase-bert,subset_30,TabPFNClassifier,0.6445
museums,lm__whaleloops/phrase-bert,subset_biggest_10,LogisticRegression,0.51075
museums,lm__whaleloops/phrase-bert,subset_biggest_10,LogisticRegression,0.52275
museums,lm__whaleloops/phrase-bert,subset_biggest_10,LogisticRegression,0.5315
museums,lm__whaleloops/phrase-bert,subset_biggest_10,LogisticRegression,0.4965
museums,lm__whaleloops/phrase-bert,subset_biggest_10,LogisticRegression,0.52
museums,lm__whaleloops/phrase-bert,subset_biggest_10,GradientBoostingClassifier,0.535
museums,lm__whaleloops/phrase-bert,subset_biggest_10,GradientBoostingClassifier,0.57625
museums,lm__whaleloops/phrase-bert,subset_biggest_10,GradientBoostingClassifier,0.4995
museums,lm__whaleloops/phrase-bert,subset_biggest_10,GradientBoostingClassifier,0.56175
museums,lm__whaleloops/phrase-bert,subset_biggest_10,GradientBoostingClassifier,0.49025
museums,lm__whaleloops/phrase-bert,subset_biggest_10,TabPFNClassifier,0.59825
museums,lm__whaleloops/phrase-bert,subset_biggest_10,TabPFNClassifier,0.5055
museums,lm__whaleloops/phrase-bert,subset_biggest_10,TabPFNClassifier,0.59325
museums,lm__whaleloops/phrase-bert,subset_biggest_10,TabPFNClassifier,0.51825
museums,lm__whaleloops/phrase-bert,subset_biggest_10,TabPFNClassifier,0.5515
museums,lm__whaleloops/phrase-bert,subset_biggest_30,LogisticRegression,0.49425
museums,lm__whaleloops/phrase-bert,subset_biggest_30,LogisticRegression,0.509
museums,lm__whaleloops/phrase-bert,subset_biggest_30,LogisticRegression,0.50175
museums,lm__whaleloops/phrase-bert,subset_biggest_30,LogisticRegression,0.51675
museums,lm__whaleloops/phrase-bert,subset_biggest_30,LogisticRegression,0.50825
museums,lm__whaleloops/phrase-bert,subset_biggest_30,GradientBoostingClassifier,0.56375
museums,lm__whaleloops/phrase-bert,subset_biggest_30,GradientBoostingClassifier,0.487
museums,lm__whaleloops/phrase-bert,subset_biggest_30,GradientBoostingClassifier,0.53825
museums,lm__whaleloops/phrase-bert,subset_biggest_30,GradientBoostingClassifier,0.5785
museums,lm__whaleloops/phrase-bert,subset_biggest_30,GradientBoostingClassifier,0.55225
museums,lm__whaleloops/phrase-bert,subset_biggest_30,TabPFNClassifier,0.48125
museums,lm__whaleloops/phrase-bert,subset_biggest_30,TabPFNClassifier,0.48475
museums,lm__whaleloops/phrase-bert,subset_biggest_30,TabPFNClassifier,0.5035
museums,lm__whaleloops/phrase-bert,subset_biggest_30,TabPFNClassifier,0.614
museums,lm__whaleloops/phrase-bert,subset_biggest_30,TabPFNClassifier,0.5135
museums,lm__whaleloops/phrase-bert,passthrough,LogisticRegression,0.625
museums,lm__whaleloops/phrase-bert,passthrough,LogisticRegression,0.615
museums,lm__whaleloops/phrase-bert,passthrough,LogisticRegression,0.61725
museums,lm__whaleloops/phrase-bert,passthrough,LogisticRegression,0.63675
museums,lm__whaleloops/phrase-bert,passthrough,LogisticRegression,0.616
fifa_footballplayers_22,skrub__minhash_10,passthrough,LogisticRegression,0.4965
fifa_footballplayers_22,skrub__minhash_10,passthrough,LogisticRegression,0.51125
fifa_footballplayers_22,skrub__minhash_10,passthrough,LogisticRegression,0.49675
fifa_footballplayers_22,skrub__minhash_10,passthrough,LogisticRegression,0.4945
fifa_footballplayers_22,skrub__minhash_10,passthrough,LogisticRegression,0.50575
fifa_footballplayers_22,skrub__minhash_30,passthrough,LogisticRegression,0.509
fifa_footballplayers_22,skrub__minhash_30,passthrough,LogisticRegression,0.514
fifa_footballplayers_22,skrub__minhash_30,passthrough,LogisticRegression,0.5035
fifa_footballplayers_22,skrub__minhash_30,passthrough,LogisticRegression,0.51025
fifa_footballplayers_22,skrub__minhash_30,passthrough,LogisticRegression,0.52425
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,PCA_10,LogisticRegression,0.57175
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,PCA_10,LogisticRegression,0.56175
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,PCA_10,LogisticRegression,0.573
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,PCA_10,LogisticRegression,0.554
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,PCA_10,LogisticRegression,0.568
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,PCA_10,GradientBoostingClassifier,0.5355
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,PCA_10,GradientBoostingClassifier,0.549
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,PCA_10,GradientBoostingClassifier,0.54425
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,PCA_10,GradientBoostingClassifier,0.545
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,PCA_10,GradientBoostingClassifier,0.5585
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,PCA_10,TabPFNClassifier,0.56725
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,PCA_10,TabPFNClassifier,0.578
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,PCA_10,TabPFNClassifier,0.5755
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,PCA_10,TabPFNClassifier,0.58025
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,PCA_10,TabPFNClassifier,0.57525
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,PCA_30,LogisticRegression,0.56075
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,PCA_30,LogisticRegression,0.579
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,PCA_30,LogisticRegression,0.56125
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,PCA_30,LogisticRegression,0.57625
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,PCA_30,LogisticRegression,0.5685
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,PCA_30,GradientBoostingClassifier,0.5665
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,PCA_30,GradientBoostingClassifier,0.5565
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,PCA_30,GradientBoostingClassifier,0.56475
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,PCA_30,GradientBoostingClassifier,0.5475
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,PCA_30,GradientBoostingClassifier,0.56025
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,PCA_30,TabPFNClassifier,0.5665
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,PCA_30,TabPFNClassifier,0.5485
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,PCA_30,TabPFNClassifier,0.579
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,PCA_30,TabPFNClassifier,0.5805
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,PCA_30,TabPFNClassifier,0.55275
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_10,LogisticRegression,0.52475
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_10,LogisticRegression,0.527
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_10,LogisticRegression,0.517
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_10,LogisticRegression,0.53975
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_10,LogisticRegression,0.547
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_10,GradientBoostingClassifier,0.514
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_10,GradientBoostingClassifier,0.5205
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_10,GradientBoostingClassifier,0.5215
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_10,GradientBoostingClassifier,0.51625
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_10,GradientBoostingClassifier,0.52
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_10,TabPFNClassifier,0.5485
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_10,TabPFNClassifier,0.53325
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_10,TabPFNClassifier,0.523
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_10,TabPFNClassifier,0.50775
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_10,TabPFNClassifier,0.5505
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_30,LogisticRegression,0.55325
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_30,LogisticRegression,0.54325
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_30,LogisticRegression,0.54025
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_30,LogisticRegression,0.54625
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_30,LogisticRegression,0.56125
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_30,GradientBoostingClassifier,0.527
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_30,GradientBoostingClassifier,0.5305
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_30,GradientBoostingClassifier,0.5245
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_30,GradientBoostingClassifier,0.539
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_30,GradientBoostingClassifier,0.5305
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_30,TabPFNClassifier,0.5505
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_30,TabPFNClassifier,0.498
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_30,TabPFNClassifier,0.55025
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_30,TabPFNClassifier,0.55825
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_30,TabPFNClassifier,0.55125
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_biggest_10,LogisticRegression,0.45625
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_biggest_10,LogisticRegression,0.49575
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_biggest_10,LogisticRegression,0.497
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_biggest_10,LogisticRegression,0.509
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_biggest_10,LogisticRegression,0.48675
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_biggest_10,GradientBoostingClassifier,0.508
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_biggest_10,GradientBoostingClassifier,0.495
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_biggest_10,GradientBoostingClassifier,0.47875
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_biggest_10,GradientBoostingClassifier,0.50425
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_biggest_10,GradientBoostingClassifier,0.51825
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_biggest_10,TabPFNClassifier,0.49325
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_biggest_10,TabPFNClassifier,0.46925
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_biggest_10,TabPFNClassifier,0.505
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_biggest_10,TabPFNClassifier,0.49175
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_biggest_10,TabPFNClassifier,0.50025
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_biggest_30,LogisticRegression,0.49475
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_biggest_30,LogisticRegression,0.49875
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_biggest_30,LogisticRegression,0.531
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_biggest_30,LogisticRegression,0.4645
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_biggest_30,LogisticRegression,0.53775
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_biggest_30,GradientBoostingClassifier,0.51775
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_biggest_30,GradientBoostingClassifier,0.52925
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_biggest_30,GradientBoostingClassifier,0.49125
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_biggest_30,GradientBoostingClassifier,0.48625
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_biggest_30,GradientBoostingClassifier,0.50625
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_biggest_30,TabPFNClassifier,0.469
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_biggest_30,TabPFNClassifier,0.502
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_biggest_30,TabPFNClassifier,0.47
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_biggest_30,TabPFNClassifier,0.47925
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,subset_biggest_30,TabPFNClassifier,0.4685
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,passthrough,LogisticRegression,0.566
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,passthrough,LogisticRegression,0.5675
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,passthrough,LogisticRegression,0.57025
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,passthrough,LogisticRegression,0.566
fifa_footballplayers_22,lm__all-MiniLM-L12-v2,passthrough,LogisticRegression,0.56575
fifa_footballplayers_22,lm__whaleloops/phrase-bert,PCA_10,LogisticRegression,0.58875
fifa_footballplayers_22,lm__whaleloops/phrase-bert,PCA_10,LogisticRegression,0.574
fifa_footballplayers_22,lm__whaleloops/phrase-bert,PCA_10,LogisticRegression,0.57675
fifa_footballplayers_22,lm__whaleloops/phrase-bert,PCA_10,LogisticRegression,0.5705
fifa_footballplayers_22,lm__whaleloops/phrase-bert,PCA_10,LogisticRegression,0.57875
fifa_footballplayers_22,lm__whaleloops/phrase-bert,PCA_10,GradientBoostingClassifier,0.584
fifa_footballplayers_22,lm__whaleloops/phrase-bert,PCA_10,GradientBoostingClassifier,0.558
fifa_footballplayers_22,lm__whaleloops/phrase-bert,PCA_10,GradientBoostingClassifier,0.5695
fifa_footballplayers_22,lm__whaleloops/phrase-bert,PCA_10,GradientBoostingClassifier,0.57875
fifa_footballplayers_22,lm__whaleloops/phrase-bert,PCA_10,GradientBoostingClassifier,0.564
fifa_footballplayers_22,lm__whaleloops/phrase-bert,PCA_10,TabPFNClassifier,0.5925
fifa_footballplayers_22,lm__whaleloops/phrase-bert,PCA_10,TabPFNClassifier,0.576
fifa_footballplayers_22,lm__whaleloops/phrase-bert,PCA_10,TabPFNClassifier,0.597
fifa_footballplayers_22,lm__whaleloops/phrase-bert,PCA_10,TabPFNClassifier,0.59425
fifa_footballplayers_22,lm__whaleloops/phrase-bert,PCA_10,TabPFNClassifier,0.592
fifa_footballplayers_22,lm__whaleloops/phrase-bert,PCA_30,LogisticRegression,0.58625
fifa_footballplayers_22,lm__whaleloops/phrase-bert,PCA_30,LogisticRegression,0.5785
fifa_footballplayers_22,lm__whaleloops/phrase-bert,PCA_30,LogisticRegression,0.59
fifa_footballplayers_22,lm__whaleloops/phrase-bert,PCA_30,LogisticRegression,0.58475
fifa_footballplayers_22,lm__whaleloops/phrase-bert,PCA_30,LogisticRegression,0.5725
fifa_footballplayers_22,lm__whaleloops/phrase-bert,PCA_30,GradientBoostingClassifier,0.5715
fifa_footballplayers_22,lm__whaleloops/phrase-bert,PCA_30,GradientBoostingClassifier,0.57025
fifa_footballplayers_22,lm__whaleloops/phrase-bert,PCA_30,GradientBoostingClassifier,0.576
fifa_footballplayers_22,lm__whaleloops/phrase-bert,PCA_30,GradientBoostingClassifier,0.56025
fifa_footballplayers_22,lm__whaleloops/phrase-bert,PCA_30,GradientBoostingClassifier,0.55525
fifa_footballplayers_22,lm__whaleloops/phrase-bert,PCA_30,TabPFNClassifier,0.58625
fifa_footballplayers_22,lm__whaleloops/phrase-bert,PCA_30,TabPFNClassifier,0.57725
fifa_footballplayers_22,lm__whaleloops/phrase-bert,PCA_30,TabPFNClassifier,0.58825
fifa_footballplayers_22,lm__whaleloops/phrase-bert,PCA_30,TabPFNClassifier,0.5835
fifa_footballplayers_22,lm__whaleloops/phrase-bert,PCA_30,TabPFNClassifier,0.60475
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_10,LogisticRegression,0.55725
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_10,LogisticRegression,0.5575
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_10,LogisticRegression,0.5725
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_10,LogisticRegression,0.57025
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_10,LogisticRegression,0.56925
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_10,GradientBoostingClassifier,0.54925
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_10,GradientBoostingClassifier,0.54575
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_10,GradientBoostingClassifier,0.53975
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_10,GradientBoostingClassifier,0.537
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_10,GradientBoostingClassifier,0.5335
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_10,TabPFNClassifier,0.57275
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_10,TabPFNClassifier,0.574
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_10,TabPFNClassifier,0.5765
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_10,TabPFNClassifier,0.56075
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_10,TabPFNClassifier,0.55725
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_30,LogisticRegression,0.57075
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_30,LogisticRegression,0.567
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_30,LogisticRegression,0.5635
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_30,LogisticRegression,0.55675
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_30,LogisticRegression,0.5795
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_30,GradientBoostingClassifier,0.5585
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_30,GradientBoostingClassifier,0.55725
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_30,GradientBoostingClassifier,0.561
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_30,GradientBoostingClassifier,0.55
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_30,GradientBoostingClassifier,0.5655
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_30,TabPFNClassifier,0.5805
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_30,TabPFNClassifier,0.5705
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_30,TabPFNClassifier,0.5715
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_30,TabPFNClassifier,0.57625
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_30,TabPFNClassifier,0.57075
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_biggest_10,LogisticRegression,0.5525
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_biggest_10,LogisticRegression,0.57975
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_biggest_10,LogisticRegression,0.557
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_biggest_10,LogisticRegression,0.5475
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_biggest_10,LogisticRegression,0.5715
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_biggest_10,GradientBoostingClassifier,0.53425
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_biggest_10,GradientBoostingClassifier,0.5445
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_biggest_10,GradientBoostingClassifier,0.52925
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_biggest_10,GradientBoostingClassifier,0.47875
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_biggest_10,GradientBoostingClassifier,0.5345
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_biggest_10,TabPFNClassifier,0.54175
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_biggest_10,TabPFNClassifier,0.54225
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_biggest_10,TabPFNClassifier,0.54925
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_biggest_10,TabPFNClassifier,0.504
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_biggest_10,TabPFNClassifier,0.53225
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_biggest_30,LogisticRegression,0.515
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_biggest_30,LogisticRegression,0.52575
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_biggest_30,LogisticRegression,0.50525
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_biggest_30,LogisticRegression,0.509
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_biggest_30,LogisticRegression,0.52
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_biggest_30,GradientBoostingClassifier,0.50475
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_biggest_30,GradientBoostingClassifier,0.502
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_biggest_30,GradientBoostingClassifier,0.489
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_biggest_30,GradientBoostingClassifier,0.4775
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_biggest_30,GradientBoostingClassifier,0.55325
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_biggest_30,TabPFNClassifier,0.5695
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_biggest_30,TabPFNClassifier,0.55975
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_biggest_30,TabPFNClassifier,0.54325
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_biggest_30,TabPFNClassifier,0.5005
fifa_footballplayers_22,lm__whaleloops/phrase-bert,subset_biggest_30,TabPFNClassifier,0.507
fifa_footballplayers_22,lm__whaleloops/phrase-bert,passthrough,LogisticRegression,0.54275
fifa_footballplayers_22,lm__whaleloops/phrase-bert,passthrough,LogisticRegression,0.55525
fifa_footballplayers_22,lm__whaleloops/phrase-bert,passthrough,LogisticRegression,0.55625
fifa_footballplayers_22,lm__whaleloops/phrase-bert,passthrough,LogisticRegression,0.56725
fifa_footballplayers_22,lm__whaleloops/phrase-bert,passthrough,LogisticRegression,0.5685
jp_anime,skrub__minhash_10,passthrough,LogisticRegression,0.50375
jp_anime,skrub__minhash_10,passthrough,LogisticRegression,0.51575
jp_anime,skrub__minhash_10,passthrough,LogisticRegression,0.5145
jp_anime,skrub__minhash_10,passthrough,LogisticRegression,0.532
jp_anime,skrub__minhash_10,passthrough,LogisticRegression,0.52075
jp_anime,skrub__minhash_30,passthrough,LogisticRegression,0.507
jp_anime,skrub__minhash_30,passthrough,LogisticRegression,0.52675
jp_anime,skrub__minhash_30,passthrough,LogisticRegression,0.49275
jp_anime,skrub__minhash_30,passthrough,LogisticRegression,0.52125
jp_anime,skrub__minhash_30,passthrough,LogisticRegression,0.5275
jp_anime,lm__all-MiniLM-L12-v2,PCA_10,LogisticRegression,0.5405
jp_anime,lm__all-MiniLM-L12-v2,PCA_10,LogisticRegression,0.55975
jp_anime,lm__all-MiniLM-L12-v2,PCA_10,LogisticRegression,0.57725
jp_anime,lm__all-MiniLM-L12-v2,PCA_10,LogisticRegression,0.56575
jp_anime,lm__all-MiniLM-L12-v2,PCA_10,LogisticRegression,0.5625
jp_anime,lm__all-MiniLM-L12-v2,PCA_10,GradientBoostingClassifier,0.541
